Countries,Religion,TermName,NorwegianDefinition,Context,ConceptTranslation,,Feeling,Date,Comment
"5, Polen",Katolsk,Omdømme,"Dom, vurdering",Hvordan produktene blir omtalt er alltid viktig og en må derfor alltid tenke omdømme. Måles: Ligge i teten på topp 10. Bygge merkevarer.,"Ingen kan lese tanker og følelser og derfor vurderer man forhold ut fra det som sees og høres. Det polske ordtaket “Jak cie widza, tak cie pisza” (Hvordan de ser oss, slik skriver de om oss) gir en opplevelse av hvor viktig andres oppfatninger er, og slik skal begrepet omdømme forstås.                                                           Omdømme kan også knyttes til beleiring av Klosteret med Svarte Madonna under Svenskeflommen - Potop (uttales: Påtåpp).",,Alvor;Viktig ,2011,
"5, Polen",Katolsk,Oppfølging,Det å følge noe opp,Noen prosjekt blir ikke fullført slik de skal.,"Å følge opp noe betyr at det som avtales av gjøremål, ikke må overlates til en person alene, men den/de ansvarlige må hele tiden påse at ting utvikler seg som det skal. På samme måte som foreldre passer på at hjemmeleksene til barna blir gjort, slik skal oppfølgingen sikre at arbeide blir gjennomført riktig og til riktig tid.",,Nøyaktig;Trygghet ,2011,
"5, Polen",Katolsk,Oppmuntring   ,Si eller gjøre noe som fører til glede/motivasjon hos andre. ,Ord kan bety veldig mye (mer enn penger),"Når man har sagt noe oppmuntrende til en person, er ord dyrere enn penger.  (mer verd enn penger) ",,Verdifullt;Kostbart,2011,
"5, Polen",Katolsk,Personalhåndbok,Lett tilgjengelig Informasjon om forhold i bedriften som gjelder alle ansatte. ,"Noen vet ikke hva som kreves av dem fra bedriftens side, og hvilke goder som bedriften tilbyr. ","Alle bedrifter har en personalhåndbok der forhold som gjelder alle ansatte er nedskrevet. På samme måte som en bruksanvisning til en ny maskin gir den nye brukeren en grundig innføring i bruk av denne, slik gir personalhåndboken de nyansatte en innføring i forhold som gjelder alle på arbeidsplassen.",,Oversikt,2011,
"5, Polen",Katolsk,Plan,"Systematiske, planlagte aktiviteter som har et mål","Det blir satt opp en plan for hvert enkelt barn, som skal følges","Planer er systematiske, planlagte aktiviteter som har et mål. Det er som å gå Pilegrimsferden til Svarte Madonna.",,Enklere ,2011,
"5, Polen",Katolsk,Plikter og rettigheter,"Frihet, privilegium og skyldighet, forpliktelse",Mange flyktninger og innvandrere blir sosialisert inn i det norske systemet med  hovedvekt på rettighetene de har. Pliktene som følger rettighetene ,"Det er bare menneskerettighetene som er rettigheter uten plikter. Alle andre rettigheter følges av plikter. På arbeidsplassen er vi  som en ridder, som får dine plikter og vårt arbeid å gjøre, samtidig som vi  får godene fra kongen.
På samme måte som den polske konstitusjon gir de polske borgere en følelse av å være gode borgere dersom de forholder seg til de plikter og rettigheter som er nedtegnet, slik vil en også forholde seg til plikter og rettigheter på arbeidsplassen.
",,Gi og få ,2011,
"5, Polen",Katolsk,Prosedyre,Framgangsmåte,"I det offentlige og i enkelte private bedrifter, er prosedyrene avgjørende for resultatet. Dette gjelder særlig jobber som har med sikkerhet å gjøre. ","Det er viktig å følge prosedyrene på en arbeidsplass. Prosedyrene er like faste som fremgangsmåten under Pasterka-messen i den katolsk kirken.
På samme måte som når vi  skal kjøre en bil og må låse opp, sette i nøkkel, rette speilet, starte, sette i gir og så trykke ned gasspedalen, finnes det tilsvarende prosedyrer eller mønstre til mange arbeidsoppgaver på en arbeidsplass. Disser må gjennomføres nøyaktig hver  gang.
",,Plikt  ,2011,
"5, Polen",Katolsk,Regler,"Rettesnor, forskrift",I noen kulturer ses regler på som ”bare veiledende” og ”bare på papiret”. Regler er for noen til for å brytes. De ler litt av nordmenn som stopper på rødt lys midt på natten i en et oversiktlig kryss uten trafikk.,"Regler kan være både skrevne og uskrevne. På samme måte som man må forholde seg til Dekalog (De Ti Bud) i  kristendommen, må en forholde seg til regler på arbeidsplassen.                           Å bryte regler på arbeidsplassen kan sammenlignes med en kone som bryter reglene om disponeringen av husholdningspengene og bruke alle familiens penger på seg selv.",,Plikt ,2011,
"5, Polen",Katolsk,Samarbeid,Det å arbeide i fellesskap,Mange bedrifter satser på å bygge grupper av fellesskap slik at gruppene opererer i et lagspill,"I Norge er det å kunne samarbeid på arbeidsplassen et viktig kriterium for både å få jobb, og bli verdsatt på jobben. På samme måte som alle måtte bidra til å bygge opp Polen etter kommunismens fall, må alle kollegaer kunne jobbe sammen for at arbeidsplassen skal kunne eksistere og utvikle seg.               Samarbeid  er som å gå til streik sammen i Solidaritets-tider.",,Utvikling ,2011,
"5, Polen",Katolsk,Sikkerhet,,På arbeidsplassen,"Sikkerhet står sentralt på alle arbeidsplasser. På samme måte som det er viktig for oss å huske bilbelte på barnet vårt, skal sikkerhet være høyeste prioritet i en hver organisasjon.",,Trygghet ,2011,
"5, Polen",Katolsk,Suksess ,Noe som går veldig godt. ,Når man gjør noe bra kan det bli positive konsekvenser av dette.,"Det er vanlig at mennesker skylder på seg selv når det går godt og på andre (stat, kommune, sjefen etc.) når det går dårlig. Det er ofte slik at man selv har mest innflytelse på egen situasjon. Da kan man si at slik vi  rer opp sengen, slik sover vi  (Norsk: som man reder så ligger man.)             Jak sobie pościelesz, tak się wyśpisz",,Glede;Mulighet  ,2011,
"5, Polen",Katolsk,Tid,"Linjært tidskonsept der tid oppfattes som hendelsers konstante bevegelse fra fortid til nåtid til fremtid. Måles i år, måneder, uker, dager, minutter og sekunder. Varighet, (målt) tidsrom. Tidspunkt, øyeblikk",Mange flyktninger og innvandrere kommer ikke ”på tiden” på grunn av ulike tidskonsept. ,"I industrialiserte land er tid noe som forsvinner for aldri å komme tilbake. Derfor må tiden brukes på best mulig måte. Det polske uttrykket “Czas to pieniadz” (Tid er penger) forteller nettopp hvor viktig det er å utnytte tiden i Norge.                                                   På samme måten som tiden i fotballkamp skal brukes til å spille og ikke til å gjøre andre ting, må tiden benyttes på arbeidsplassen. .",,Viktig;Verdifullt ,2011,
"5, Polen",Katolsk,Tid i industrialiserte land ,Hendelser  som volder skade el. bry; mindre ulykke,At vi  skal bruke tiden effektivt (betyr ikke alltid fort),Det er viktig å huske at lederne på jobben tenker at tid er penger.  Czas to pieniadz,,Effektivitet ,2011,
"5, Polen",Katolsk,Ulykke,"Tilfeldig større skade, alvorlig uhell, katastrofe","Noen tenker at uhell er skjebne bestemt eller straff og lignende fra Gud, og som de ikke kan forhindre.","Selv om man på en arbeidsplass driver forebyggende arbeid som skal hindre ulykker, kan det oppstå ulike typer farlige situasjoner som må håndteres.                                                    Dette kan sammenlignes med å bli invitert til selskap hos Kong Popiel",,Fare ,2011,
"5, Polen",Katolsk,Varsling,"Underretning, beskjed gitt på forhånd; frist",Alle skal varsle om feil. Det er mye verre ikke å si fra! Har med kvalitet å gjøre og er MEGET viktig.,"Alle på en arbeidsplass har plikt til å varsle – dvs. å gi beskjed om forhold som ikke er gode. På samme måte som når vi  varsler “dzielnicowy” (konstabel) om hærverk i nabolaget for at det ikke skal skje igjen, slik er det bedre for hele arbeidsplassen at vi  varsler lederen om kritikkverdige forhold.  Det er like nødvendig å varsle på arbeidsplassen som å gi trompetsignal (-hejnał, uttales som heinav) fra Maria Kirketårnet at Tatarene kommer",,Nødvendighet ,2011,
"5, Polen",Katolsk,Vedlikehold,"Det å holde ved like, holde i stand",Vedlikehold blir ofte et forsømt arbeid i mange land. ,"Riktig og godt vedlikehold kan spare bedriften for både penger og skader. På samme måten som vi  skifter olje på bilen vår slik at den ikke skal bli ødelagt, er vedlikehold nødvendig på enhver arbeidsplass.         Noen sammenligner også godt vedlikehold med som når kona passer på familieøkonomien i Polen.",,Gevinst ,2011,
"5, Polen",Katolsk,Verneombud ,Valgt tillitsperson som skal etterse at Arbeidsmiljøloven og HMS-reglene følges. ,,"Verneombud har som hovedoppgave å forebygge, etterse og påpeke forhold på en arbeidsplass som er i konflikt med HMS-reglene/ Arbeidsmiljøloven.                         Verneombudet har ofte kontakt med Arbeidstilsynet og er som et team av riddere  på kongeslottet, klar til uttrykking",,Trygghet ,2011,
"5, Polen",Katolsk,Ærlig og åpen ,"Spille med  åpne kort. Alle argumenter skal frem. Ikke noe prat rundt. Bare rett frem, bestemt.",Noen bedrifter ønsker åpen og ærlig dialog mellom folk i organisasjonen.,"Når man vil oppfordre samtalepartnerne til å komme fram med det de vil si, kan man si at alle må sette kaffen på bordet.           Wyłożyć kawę na ławę",,Trygghet ,2011,
Alle,Alle,Lagerarbeid i Norge,Arbeid på et opplagssted for varer eller  avling i Norge,Lagerarbeid regnes i mange minoritetsmiljø som nedverdigende. ,"Å jobbe på lager krever kunnskaper og du må lære å jobbe på den riktige måten – slik som ingeniører, bilmekanikere, advokater etc. må lære sitt yrke.  Du må også lære og respektere norsk kultur dersom du ønsker en god jobb. ",,Verdifull;Verd,2007,
Alle,Alle,Minoritet i arbeids-livet ,"Mindretall, gruppe som utgjør et mindretall av folket i et land","Når flyktninger og innvandrer kommer fra velstående familier , kan de ha en arrogant holdning som nordmenn tolker feil. En hoverende holdning på bakgrunn av rang og posisjon i hjemlandet, kan ikke overføres til Norge. ","I Norge er du som en soldat som ingen vet hvem er. Her må du vise at du kan jobbe på den måten som nordmenn forstår.           Her nytter det ikke om du kommer fra en rik familie eller kjenner viktige personer.                                                                                Selv om du lærer hva du skal gjøre på for eksempel et lager, vil jobben bli som et ødelagt marked for en handelsmann, dersom du ikke lærer hvordan du skal oppføre deg sammen med norske kolleger, sjefer og kunder. ",,Ukjent;Følelsen når ingen vet hvem du er.,2007,
Alle,Alle,Feriepengegrunnlag,"Den del av lønnen som ligger til grunn for, eller har basis i, eller danner utgangspunkt for, eller som danner  forutsetning  for beregning av de pengene du får når du har ferie. ",Feriepenger er ikke et tillegg til lønnen som er lik for alle – evt. urettferdig  fordi de er forskjellige. ,"På samme måte som et hus som er bygget på fjell står støtt, vil en høy lønn være det beste grunnlaget for feriepengene. Er lønnen høy, får du mye feriepenger, er lønnen lav, får du lite feriepenger",,Trygghet Økonomisk ,2007,
Alle,Alle,"Alternativ 
kommunika-sjon
","Tegn, symboler, bilder som forstås av barnet og omgivelsene. (Når barnet ikke har nok ord til å utvikle og å uttrykke tanker og følelser må de få alternativer til talespråk.)",Ferdige opplegg som barnehagen bruker og som det er viktig at også foreldrene og andre bruker.,"På samme måte som et bilde kan si mer enn hundre ord, kan barn forstå et annet språk enn ord. Dette språket må du og familien din også lære",,Løsning;Håp ,2007,
Alle,Alle,Ernæring,"Riktig mat i forhold til vekt/høyde, aktivitet, fysiske begrensninger etc",Det kan være store vansker forbundet med å få mat i barna – ikke minst fysiske hindringer. Da er hva de får i seg av stor betydning.,"A) På samme måte som bilen stopper hvis den ikke får bensin, og planter ikke vokser uten vann, må ulike mennesker har ulik mat som passer til nettopp dem. Dette kalles riktig ernæring.  
B) Det er magen som holder beina og ikke motsatt. God helse kommer fra riktig mat. 
",,Nødvendighet ,2007,
Alle,Alle,Klagefrist,"Tidsrom som man må uttale seg om noe som en finner mangelfullt, urettferdig ",Alt som går på lineær tid er vanskelig for mennesker som lever etter et annet tidskonsept.  Det betyr at de ikke tar klokketid/datoer alltid like bokstavelig. ,"På samme måte som du må rekke siste toget før det går, må du klage før fristen går ut. 

På samme måte som du ikke kan spise en fisk som ikke renses på flere dager, går også klagefristen ut. 

På samme måte som når man er misfornøyd med en dommeravgjørelse på en fotballkamp, og kan klage innen en halv time, går også klagefristen ut på en bestemt dato.
",,Oppmerksomhet ,2007,
Alle,Alle,Oppsigelser,"Det å heve, si opp en avtale, en kontrakt. ",Å  bli sparket fra jobben er en alvorlig ting i Norge og kan få store konsekvenser for mulighetene til å få nytt lønnsarbeid,Oppsigelse er som å løse opp en avtale på en fredelig måte. ,,Frarøvet,2009,
Alle,Alle,Respekt,"Aktelse, ærbødighet, lydighet",Det er like mye fremmedfrykt blant flerkulturelle som blant nordmenn.                                Respektfull adferd er også annerledes i mange land enn i Norge og de forstår ikke alltid hva nordmenn ser på som respektfull atferd. ,"Selv om det er mye som er rart og annerledes enn det du er vant med, er det viktig at du lærer de norske reglene og respekterer både norske kolleger og utenlandske. Det betyr ikke at du skal forlate din egen kultur, tradisjoner og religion.                                På sammen måten som du respekterer dine eldre slektninger som gjør ting annerledes enn deg, skal du respektere norske og andre som ikke er fra din kultur, og som gjør ting annerledes enn deg.                                                                                                         Dersom du lærer de norske reglene har du verktøy i hånden som du kan bygge et godt liv med i Norge. ",,Ærbødighet,2003,
Alle,Alle,Rettigheter og plikter,"Frihet, privilegium og skyldighet, forpliktelse",Mange flyktinger og innvandrere blir sosialisert inn i det norske systemet med  hovedvekt på rettighetene de har. Pliktene som følger rettighetene ,"På samme måte som du må så først for å kunne høste, må du gjøre dine plikter for å få rettighetene dine.",,Gi og få,2003,
